Event Bin Frequency Volume
0 14 301.46484 48.05069
0 41 882.8613 24.542013
0 68 1464.2578 10.929851
0 109 2347.1191 7.0652857
0 142 3057.7148 6.46427
0 194 4177.4414 4.0346723
0 242 5211.035 4.174193
0 302 6503.0273 3.5607193
0 330 7105.957 2.9496303
1 27 584.8714 44.76073
1 54 1168.5662 26.543163
1 105 2257.469 7.0589514
1 152 3267.548 5.552151
1 209 4503.1533 4.0814767
1 236 5090.6772 4.1442847
1 295 6347.8306 3.3458776
1 355 7631.287 2.7290182
2 54 1172.0315 29.411259
2 101 2186.0962 4.23644
2 184 3952.4104 4.2782593
2 234 5041.2456 3.8067162
2 329 7095.3667 3.4140053
3 55 1173.7357 34.467625
3 104 2240.9783 6.625516
3 143 3084.9534 3.8738961
3 200 4304.0854 2.8170872
3 260 5596.7983 3.3256779
3 298 6423.687 3.301422
3 374 8068.358 3.0778809
4 55 1177.5092 42.686203
4 137 2957.3596 5.626632
4 174 3741.4534 3.9454706
4 200 4298.8594 3.7854555
4 237 5111.8926 3.7403557
4 284 6124.2627 4.1583943
4 343 7395.9185 3.092065
5 27 587.84094 29.53315
5 55 1177.5295 50.234573
5 104 2246.3774 3.7322025
5 174 3746.5022 3.827551
5 203 4360.2715 3.8900495
5 241 5179.7686 4.0132546
5 304 6539.8433 3.2198777
5 352 7569.15 2.738509
6 27 587.82697 23.466812
6 55 1176.8976 46.607586
6 125 2698.1758 4.2470303
6 162 3487.3179 3.8292863
6 186 4002.653 3.8382723
6 289 6223.1533 3.4389324
6 332 7133.9243 3.4812837
7 27 589.94684 29.354528
7 55 1175.517 55.51475
7 101 2168.558 5.567713
7 162 3487.3096 2.790306
7 186 4000.7166 4.5925627
7 236 5082.954 3.3379905
7 306 6592.694 3.5984793
7 346 7462.5127 2.828706
8 27 589.66156 31.041433
8 55 1179.2421 61.304317
8 102 2197.5764 3.242543
8 189 4067.9937 3.8540897
8 233 5019.017 3.9027152
8 309 6662.026 2.7540064
8 330 7105.9136 2.7251344
9 27 587.737 27.444374
9 55 1178.3058 62.375195
9 113 2432.7537 5.3732285
9 143 3084.5742 4.0325828
9 209 4484.1 2.7716467
9 259 5588.151 3.152241
9 291 6281.063 3.3409522
9 338 7267.5747 2.7551377
10 27 587.5391 25.579659
10 54 1174.4639 51.313595
10 104 2238.4622 6.6534643
10 177 3816.6035 4.571274
10 208 4492.6006 3.5466967
10 266 5720.909 3.1603115
10 294 6351.692 3.5185888
10 339 7298.4766 2.967288
11 27 586.19135 27.857529
